OfferAgentName;AskedAgentName;Period;Iteration;AmountFlexibilityOffered;AmountPriceOffered;AmountFlexibilityAsked;AmountPriceAsked;AmountFlexibilityMatched;PriceMatched;CalculationTime
3;8;1;0;0,148089;0,096937;0,814819;0,000000;0,148089;0,096937;0,00
4;8;2;0;0,142450;0,066343;0,814086;0,000000;0,142450;0,066343;36075,00
5;8;2;0;0,143631;0,073022;0,814086;0,000000;0,143631;0,073022;36075,00
8;8;2;0;0,174582;0,074002;0,814086;0,000000;0,143309;0,074002;36075,00
7;8;2;0;0,148424;0,043384;0,814086;0,000000;0,148424;0,043384;36075,00
1;8;2;0;0,165219;0,038999;0,814086;0,000000;0,165219;0,038999;36075,00
10;8;2;0;0,105474;0,050354;0,814086;0,000000;0,105474;0,050354;36075,00
3;8;2;1;0,151307;0,048884;0,814086;0,000000;0,140713;0,048884;36075,00
4;8;2;1;0,142450;0,066343;0,814086;0,000000;0,133577;0,066343;36075,00
5;8;2;1;0,143631;0,073022;0,814086;0,000000;0,139026;0,073022;36075,00
8;8;2;1;0,174582;0,074002;0,814086;0,000000;0,143309;0,074002;36075,00
9;8;2;1;0,175632;0,064705;0,814086;0,000000;0,175632;0,064705;36075,00
7;8;2;1;0,148424;0,043384;0,814086;0,000000;0,143822;0,043384;36075,00
1;8;2;1;0,165219;0,038999;0,814086;0,000000;0,160613;0,038999;36075,00
6;8;2;1;0,111825;0,048247;0,814086;0,000000;0,111825;0,048247;36075,00
2;8;2;1;0,115513;0,049367;0,814086;0,000000;0,115513;0,049367;36075,00
10;8;2;1;0,105474;0,050354;0,814086;0,000000;0,105474;0,050354;36075,00
3;8;2;2;0,151307;0,048884;0,814086;0,000000;0,130862;0,048884;36075,00
5;8;2;2;0,143631;0,073022;0,814086;0,000000;0,125303;0,073022;36075,00
4;8;2;2;0,142450;0,066343;0,814086;0,000000;0,124222;0,066343;36075,00
9;8;2;2;0,175632;0,064705;0,814086;0,000000;0,151902;0,064705;36075,00
8;8;2;2;0,174582;0,074002;0,814086;0,000000;0,143309;0,074002;36075,00
7;8;2;2;0,148424;0,043384;0,814086;0,000000;0,129773;0,043384;36075,00
1;8;2;2;0,165219;0,038999;0,814086;0,000000;0,145374;0,038999;36075,00
6;8;2;2;0,111825;0,048247;0,814086;0,000000;0,096701;0,048247;36075,00
2;8;2;2;0,115513;0,049367;0,814086;0,000000;0,099888;0,049367;36075,00
10;8;2;2;0,105474;0,050354;0,814086;0,000000;0,098083;0,050354;36075,00
3;8;2;3;0,151307;0,048884;0,814086;0,000000;0,121700;0,048884;36075,00
4;8;2;3;0,142450;0,066343;0,814086;0,000000;0,115523;0,066343;36075,00
8;8;2;3;0,174582;0,074002;0,814086;0,000000;0,143309;0,074002;36075,00
10;8;2;3;0,105474;0,050354;0,814086;0,000000;0,091210;0,050354;36075,00
3;8;2;4;0,151307;0,048884;0,814086;0,000000;0,066274;0,048884;36075,00
5;8;2;4;0,143631;0,073022;0,814086;0,000000;0,083291;0,073022;36075,00
4;8;2;4;0,142450;0,066343;0,814086;0,000000;0,067145;0,066343;36075,00
9;8;2;4;0,175632;0,064705;0,814086;0,000000;0,107462;0,064705;36075,00
8;8;2;4;0,174582;0,074002;0,814086;0,000000;0,143309;0,074002;36075,00
7;8;2;4;0,148424;0,043384;0,814086;0,000000;0,086380;0,043384;36075,00
1;8;2;4;0,165219;0,038999;0,814086;0,000000;0,086794;0,038999;36075,00
6;8;2;4;0,111825;0,048247;0,814086;0,000000;0,058737;0,048247;36075,00
2;8;2;4;0,115513;0,049367;0,814086;0,000000;0,056521;0,049367;36075,00
10;8;2;4;0,105474;0,050354;0,814086;0,000000;0,060862;0,050354;36075,00
3;8;3;0;0,224617;0,034136;1,408413;0,000000;0,208891;0,034136;35955,00
5;8;3;0;0,163018;0,007782;1,408413;0,000000;0,163018;0,007782;35955,00
4;8;3;0;0,183551;0,038849;1,408413;0,000000;0,170697;0,038849;35955,00
8;8;3;0;0,234053;0,098995;1,408413;0,000000;0,188244;0,098995;35955,00
9;8;3;0;0,216057;0,078125;1,408413;0,000000;0,216057;0,078125;35955,00
7;8;3;0;0,223743;0,012948;1,408413;0,000000;0,223743;0,012948;35955,00
1;8;3;0;0,227222;0,077598;1,408413;0,000000;0,211298;0,077598;35955,00
6;8;3;0;0,210781;0,068672;1,408413;0,000000;0,196009;0,068672;35955,00
2;8;3;0;0,213715;0,086857;1,408413;0,000000;0,198737;0,086857;35955,00
10;8;3;0;0,179518;0,071056;1,408413;0,000000;0,179518;0,071056;35955,00
3;8;3;1;0,224617;0,034136;1,408413;0,000000;0,194266;0,034136;35955,00
5;8;3;1;0,163018;0,007782;1,408413;0,000000;0,140976;0,007782;35955,00
4;8;3;1;0,183551;0,038849;1,408413;0,000000;0,158743;0,038849;35955,00
9;8;3;1;0,216057;0,078125;1,408413;0,000000;0,186866;0,078125;35955,00
8;8;3;1;0,234053;0,098995;1,408413;0,000000;0,188244;0,098995;35955,00
7;8;3;1;0,223743;0,012948;1,408413;0,000000;0,193509;0,012948;35955,00
1;8;3;1;0,227222;0,077598;1,408413;0,000000;0,196490;0,077598;35955,00
6;8;3;1;0,210781;0,068672;1,408413;0,000000;0,182273;0,068672;35955,00
10;8;3;1;0,179518;0,071056;1,408413;0,000000;0,155241;0,071056;35955,00
2;8;3;1;0,213715;0,086857;1,408413;0,000000;0,184808;0,086857;35955,00
3;8;3;2;0,224617;0,034136;1,408413;0,000000;0,180665;0,034136;35955,00
4;8;3;2;0,183551;0,038849;1,408413;0,000000;0,147626;0,038849;35955,00
8;8;3;2;0,234053;0,098995;1,408413;0,000000;0,188244;0,098995;35955,00
1;8;3;2;0,227222;0,077598;1,408413;0,000000;0,182719;0,077598;35955,00
3;8;3;3;0,224617;0,034136;1,408413;0,000000;0,136118;0,034136;35955,00
5;8;3;3;0,163018;0,007782;1,408413;0,000000;0,113496;0,007782;35955,00
4;8;3;3;0,183551;0,038849;1,408413;0,000000;0,108802;0,038849;35955,00
9;8;3;3;0,216057;0,078125;1,408413;0,000000;0,150305;0,078125;35955,00
8;8;3;3;0,234053;0,098995;1,408413;0,000000;0,188244;0,098995;35955,00
7;8;3;3;0,223743;0,012948;1,408413;0,000000;0,167360;0,012948;35955,00
1;8;3;3;0,227222;0,077598;1,408413;0,000000;0,138095;0,077598;35955,00
6;8;3;3;0,210781;0,068672;1,408413;0,000000;0,146575;0,068672;35955,00
2;8;3;3;0,213715;0,086857;1,408413;0,000000;0,134685;0,086857;35955,00
10;8;3;3;0,179518;0,071056;1,408413;0,000000;0,124840;0,071056;35955,00
4;8;3;4;0,183551;0,038849;1,408413;0,000000;0,183551;0,038849;35955,00
8;8;3;4;0,234053;0,098995;1,408413;0,000000;0,234053;0,098995;35955,00
1;8;3;4;0,227222;0,077598;1,408413;0,000000;0,227222;0,077598;35955,00
3;8;4;0;0,339732;0,011087;2,507783;0,000000;0,339732;0,011087;36022,00
5;8;4;0;0,325140;0,077616;2,507783;0,000000;0,325140;0,077616;36022,00
4;8;4;0;0,285261;0,042613;2,507783;0,000000;0,265284;0,042613;36022,00
8;8;4;0;0,286645;0,027385;2,507783;0,000000;0,247904;0,027385;36022,00
9;8;4;0;0,265433;0,098734;2,507783;0,000000;0,265433;0,098734;36022,00
7;8;4;0;0,344851;0,008730;2,507783;0,000000;0,344851;0,008730;36022,00
1;8;4;0;0,251061;0,005095;2,507783;0,000000;0,236479;0,005095;36022,00
6;8;4;0;0,312826;0,026642;2,507783;0,000000;0,312826;0,026642;36022,00
2;8;4;0;0,259675;0,085687;2,507783;0,000000;0,259675;0,085687;36022,00
10;8;4;0;0,330514;0,007235;2,507783;0,000000;0,330514;0,007235;36022,00
5;8;4;1;0,325140;0,077616;2,507783;0,000000;0,310558;0,077616;36022,00
4;8;4;1;0,285261;0,042613;2,507783;0,000000;0,246706;0,042613;36022,00
9;8;4;1;0,265433;0,098734;2,507783;0,000000;0,265433;0,098734;36022,00
8;8;4;1;0,286645;0,027385;2,507783;0,000000;0,247904;0,027385;36022,00
7;8;4;1;0,344851;0,008730;2,507783;0,000000;0,320706;0,008730;36022,00
6;8;4;1;0,312826;0,026642;2,507783;0,000000;0,312826;0,026642;36022,00
10;8;4;1;0,330514;0,007235;2,507783;0,000000;0,307354;0,007235;36022,00
2;8;4;1;0,259675;0,085687;2,507783;0,000000;0,259675;0,085687;36022,00
3;8;4;2;0,339732;0,011087;2,507783;0,000000;0,288784;0,011087;36022,00
5;8;4;2;0,325140;0,077616;2,507783;0,000000;0,276189;0,077616;36022,00
4;8;4;2;0,285261;0,042613;2,507783;0,000000;0,224052;0,042613;36022,00
8;8;4;2;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;36022,00
9;8;4;2;0,265433;0,098734;2,507783;0,000000;0,229570;0,098734;36022,00
