OfferAgentName;AskedAgentName;OwnIPAddress;TradingPeriod;TradingCycle;TransactionID;CurrentTime;AmountEnergyOffered;AmountPriceOffered;AmountEnergyAsked;AmountPriceAsked;AmountEnergyMatched;PriceMatched;OpenEnergyOffer;OpenEnergyAsked;SOC;CommunicationTime;TradingTime;TradingFinished;CPULoad;RAMLoad
99;76000;192.168.0.51;2;9;d7d7cce8-15a0-4da5-918a-f95ded25cead212;1725581385769;707,822021;0,360000;707,822021;0,104664;707,822021;0,360000;0,000000;0,000000;0,000000;0,00;4982,00;true;0,8649;0,4847
99;76000;192.168.0.51;18;8;8a2a9003-d6fd-464a-bb11-a09fb58ab4e4189;1725581945783;666,668030;0,360000;666,668030;0,081120;666,668030;0,360000;0,000000;0,000000;0,000000;0,00;5853,00;true;0,7450;0,5085
99;76000;192.168.0.51;10;11;ab832afd-72c8-443b-a6a9-4f183b2c82441012;1725581665768;665,682007;0,360000;665,682007;0,081690;665,682007;0,360000;0,000000;0,000000;0,000000;0,00;3351,00;true;0,8997;0,4909
99;76000;192.168.0.51;16;11;bffe4f78-6b78-4b71-8352-bf0fd5a746fe1612;1725581875768;669,015991;0,360000;669,015991;0,095583;669,015991;0,360000;0,000000;0,000000;0,000000;0,00;5203,00;true;0,7996;0,4984
99;76000;192.168.0.51;5;10;4bd91b09-6734-4a58-8178-c10881c6b0e0511;1725581490768;687,315979;0,360000;687,315979;0,090556;687,315979;0,360000;0,000000;0,000000;0,000000;0,00;3157,00;true;0,8363;0,4830
99;76000;192.168.0.51;12;11;d4ac7d1c-4c9f-40b4-ac2c-cd062b5fc35a1212;1725581735769;663,854004;0,360000;663,854004;0,089900;663,854004;0,360000;0,000000;0,000000;0,000000;0,00;3210,00;true;0,8765;0,4922
99;76000;192.168.0.51;1;12;724fcdf2-9191-40f3-bb76-a9388e6d158f115;1725581350768;715,693970;0,360000;715,693970;0,108341;715,693970;0,360000;0,000000;0,000000;0,000000;0,00;5273,00;true;0,8933;0,4849
99;76000;192.168.0.51;7;11;bf3c92ad-0387-4cb6-bf58-6175dbc335ba712;1725581560769;672,247986;0,360000;672,247986;0,092279;672,247986;0,360000;0,000000;0,000000;0,000000;0,00;3527,00;true;0,9540;0,4887
99;76000;192.168.0.51;4;10;38d6b7d8-0fee-4499-80cd-417a9c4207ac412;1725581455768;694,650024;0,360000;694,650024;0,080821;694,650024;0,360000;0,000000;0,000000;0,000000;0,00;3686,00;true;0,8075;0,4824
99;76000;192.168.0.51;11;11;fa646e8f-dca5-42b4-aa81-61b6749701c71112;1725581700768;663,410034;0,360000;663,410034;0,084327;663,410034;0,360000;0,000000;0,000000;0,000000;0,00;3382,00;true;0,8172;0,4916
99;76000;192.168.0.51;13;11;59a6fc73-8c52-45fb-b6d6-2fe3c5124f701312;1725581770768;667,097961;0,360000;667,097961;0,116011;667,097961;0,360000;0,000000;0,000000;0,000000;0,00;3436,00;true;0,8538;0,4932
99;76000;192.168.0.51;14;10;c81f581a-8dc9-4a45-a775-709ecae4c2751412;1725581805768;671,721985;0,360000;671,721985;0,089536;671,721985;0,360000;0,000000;0,000000;0,000000;0,00;3763,00;true;0,7843;0,4945
99;76000;192.168.0.51;9;11;6fd25122-bed2-4bc1-b715-1c320fcb5598912;1725581630768;668,219971;0,360000;668,219971;0,093742;668,219971;0,360000;0,000000;0,000000;0,000000;0,00;3489,00;true;0,8002;0,4906
99;76000;192.168.0.51;15;11;b0aaa92f-ad8d-4205-82f7-ef84249a6dcf1512;1725581840769;671,059998;0,360000;671,059998;0,118872;671,059998;0,360000;0,000000;0,000000;0,000000;0,00;4000,00;true;0,7175;0,4955
99;76000;192.168.0.51;8;11;eb04be6a-8eb6-4bc1-8b62-2c823a1facdf812;1725581595768;669,874023;0,360000;669,874023;0,101435;669,874023;0,360000;0,000000;0,000000;0,000000;0,00;3280,00;true;0,8374;0,4887
99;76000;192.168.0.51;17;9;3f6d482c-f4c8-475d-8ef5-75a0dbfc515f1712;1725581910800;668,108032;0,360000;668,108032;0,090410;668,108032;0,360000;0,000000;0,000000;0,000000;0,00;7212,00;true;0,6615;0,5206
99;76000;192.168.0.51;3;10;5291021b-3bcb-45b9-b3a2-5aece186fff8312;1725581420768;702,522034;0,360000;702,522034;0,100612;702,522034;0,360000;0,000000;0,000000;0,000000;0,00;4697,00;true;0,8411;0,4845
99;76000;192.168.0.51;6;11;9dfbc855-2b2b-40fd-b9d6-aac768cf2c21613;1725581525769;678,452026;0,360000;678,452026;0,082516;678,452026;0,360000;0,000000;0,000000;0,000000;0,00;3238,00;true;0,8365;0,4844
Deviation2Offer;0.0
AmountTrades;18.0
AverageFinancialGain;0.36000000000000004
AverageFinancialEarnings;NaN
AverageFinancialCosts;0.36000000000000004
PriceDeviation;0.0
PercentageExternalEnergyNeeded;0.5
AmountMessagesSended;0
