Period;Iteration;CPULoad;RAMLoad
1;0;81,2586;0,4836
2;0;88,7845;0,4777
5;0;58,8333;0,4787
4;1;74,9892;0,4822
7;1;83,8197;0,4824
10;1;89,6890;0,4819
0;2;76,0002;0,4844
3;2;97,6600;0,4853
6;2;77,0749;0,4844
9;2;82,1622;0,4844
0;3;82,9361;0,4849
3;3;77,4405;0,4844
6;3;82,5991;0,4841
9;3;77,8917;0,4843
0;4;68,1354;0,4848
3;4;80,7106;0,4798
6;4;100,0000;0,4816
9;4;82,1770;0,4817
0;5;100,0000;0,4822
3;5;83,9967;0,4824
6;5;84,2913;0,4828
9;5;74,4351;0,4829
0;6;99,8208;0,4832
3;6;83,2548;0,4836
6;6;78,2692;0,4841
9;6;97,6072;0,4844
0;7;81,7779;0,4860
3;7;81,5014;0,4858
6;7;86,2376;0,4868
9;7;78,9267;0,4881
0;8;76,2336;0,4889
3;8;84,2163;0,4887
6;8;87,1912;0,4892
9;8;84,4575;0,4889
0;9;86,5580;0,4888
3;9;79,9288;0,4894
6;9;84,8832;0,4902
9;9;93,0077;0,4905
0;10;85,5732;0,4902
3;10;88,4261;0,4900
6;10;87,2263;0,4905
9;10;88,8772;0,4906
0;11;82,4146;0,4912
3;11;81,8685;0,4910
6;11;86,7290;0,4911
9;11;78,9544;0,4914
0;12;82,4945;0,4917
3;12;84,3986;0,4922
6;12;80,6907;0,4921
9;12;84,4102;0,4925
0;13;77,6991;0,4929
3;13;85,7980;0,4930
6;13;84,4245;0,4931
9;13;83,6789;0,4931
0;14;75,7751;0,4936
3;14;88,3668;0,4938
6;14;86,4489;0,4940
9;14;85,1011;0,4942
0;15;85,0934;0,4947
3;15;83,7799;0,4951
6;15;91,9581;0,4952
9;15;100,0000;0,4953
0;16;100,0000;0,4957
3;16;65,6633;0,4972
6;16;90,9553;0,4972
9;16;82,3024;0,4984
0;17;73,2954;0,4994
3;17;79,1347;0,4993
6;17;75,9101;0,5074
0;18;45,2031;0,5242
3;18;90,5895;0,5154
6;18;64,7107;0,5088
9;18;77,8761;0,5073
