OfferAgentName;AskedAgentName;Period;Iteration;AmountFlexibilityOffered;AmountPriceOffered;AmountFlexibilityAsked;AmountPriceAsked;AmountFlexibilityMatched;PriceMatched;CalculationTime
3;6;1;0;0,148089;0,096937;0,814819;0,000000;0,148089;0,096937;0,00
3;6;2;0;0,151307;0,048884;0,814086;0,000000;0,151307;0,048884;34601,00
4;6;2;0;0,142450;0,066343;0,814086;0,000000;0,137852;0,066343;34601,00
5;6;2;0;0,143631;0,073022;0,814086;0,000000;0,139026;0,073022;34601,00
8;6;2;0;0,174582;0,074002;0,814086;0,000000;0,169983;0,074002;34601,00
9;6;2;0;0,175632;0,064705;0,814086;0,000000;0,175632;0,064705;34601,00
7;6;2;0;0,148424;0,043384;0,814086;0,000000;0,143822;0,043384;34601,00
1;6;2;0;0,165219;0,038999;0,814086;0,000000;0,160613;0,038999;34601,00
6;6;2;0;0,111825;0,048247;0,814086;0,000000;0,058737;0,048247;34601,00
10;6;2;0;0,105474;0,050354;0,814086;0,000000;0,105474;0,050354;34601,00
2;6;2;0;0,115513;0,049367;0,814086;0,000000;0,115513;0,049367;34601,00
3;6;2;1;0,151307;0,048884;0,814086;0,000000;0,130862;0,048884;34601,00
4;6;2;1;0,142450;0,066343;0,814086;0,000000;0,133577;0,066343;34601,00
5;6;2;1;0,143631;0,073022;0,814086;0,000000;0,134743;0,073022;34601,00
9;6;2;1;0,175632;0,064705;0,814086;0,000000;0,163337;0,064705;34601,00
8;6;2;1;0,174582;0,074002;0,814086;0,000000;0,165705;0,074002;34601,00
7;6;2;1;0,148424;0,043384;0,814086;0,000000;0,139543;0,043384;34601,00
1;6;2;1;0,165219;0,038999;0,814086;0,000000;0,156330;0,038999;34601,00
6;6;2;1;0,111825;0,048247;0,814086;0,000000;0,058737;0,048247;34601,00
2;6;2;1;0,115513;0,049367;0,814086;0,000000;0,107417;0,049367;34601,00
10;6;2;1;0,105474;0,050354;0,814086;0,000000;0,098083;0,050354;34601,00
4;6;2;2;0,142450;0,066343;0,814086;0,000000;0,124222;0,066343;34601,00
5;6;2;2;0,143631;0,073022;0,814086;0,000000;0,125303;0,073022;34601,00
9;6;2;2;0,175632;0,064705;0,814086;0,000000;0,151902;0,064705;34601,00
8;6;2;2;0,174582;0,074002;0,814086;0,000000;0,154101;0,074002;34601,00
7;6;2;2;0,148424;0,043384;0,814086;0,000000;0,129773;0,043384;34601,00
1;6;2;2;0,165219;0,038999;0,814086;0,000000;0,145374;0,038999;34601,00
6;6;2;2;0,111825;0,048247;0,814086;0,000000;0,058737;0,048247;34601,00
2;6;2;2;0,115513;0,049367;0,814086;0,000000;0,099888;0,049367;34601,00
10;6;2;2;0,105474;0,050354;0,814086;0,000000;0,091210;0,050354;34601,00
3;6;2;3;0,151307;0,048884;0,814086;0,000000;0,121700;0,048884;34601,00
4;6;2;3;0,142450;0,066343;0,814086;0,000000;0,115523;0,066343;34601,00
5;6;2;3;0,143631;0,073022;0,814086;0,000000;0,116524;0,073022;34601,00
9;6;2;3;0,175632;0,064705;0,814086;0,000000;0,141269;0,064705;34601,00
8;6;2;3;0,174582;0,074002;0,814086;0,000000;0,143309;0,074002;34601,00
7;6;2;3;0,148424;0,043384;0,814086;0,000000;0,120686;0,043384;34601,00
1;6;2;3;0,165219;0,038999;0,814086;0,000000;0,135186;0,038999;34601,00
6;6;2;3;0,111825;0,048247;0,814086;0,000000;0,058737;0,048247;34601,00
2;6;2;3;0,115513;0,049367;0,814086;0,000000;0,092887;0,049367;34601,00
10;6;2;3;0,105474;0,050354;0,814086;0,000000;0,084819;0,050354;34601,00
3;6;2;4;0,151307;0,048884;0,814086;0,000000;0,113179;0,048884;34601,00
