OfferAgentName;AskedAgentName;OwnIPAddress;TradingPeriod;TradingCycle;TransactionID;CurrentTime;AmountEnergyOffered;AmountPriceOffered;AmountEnergyAsked;AmountPriceAsked;AmountEnergyMatched;PriceMatched;OpenEnergyOffer;OpenEnergyAsked;SOC;CommunicationTime;TradingTime;TradingFinished;CPULoad;RAMLoad
99;79000;192.168.0.51;16;10;cb97cd75-1ca3-4d8d-9565-d19db0a595c41612;1725581875770;669,015991;0,360000;669,015991;0,081615;669,015991;0,360000;0,000000;0,000000;0,000000;0,00;5440,00;true;0,7713;0,4983
99;79000;192.168.0.51;2;11;f8e8a253-3315-4564-b47a-68e906371e6a212;1725581385771;707,822021;0,360000;707,822021;0,086946;707,822021;0,360000;0,000000;0,000000;0,000000;0,00;5075,00;true;0,8649;0,4847
99;79000;192.168.0.51;6;11;d351df97-f526-4fb6-a40e-6759ddbc4087612;1725581525770;678,452026;0,360000;678,452026;0,107621;678,452026;0,360000;0,000000;0,000000;0,000000;0,00;3290,00;true;0,8365;0,4844
99;79000;192.168.0.51;1;13;680449c8-5e71-4d9c-b6f2-0a0a0af47543113;1725581350770;715,693970;0,360000;715,693970;0,094583;715,693970;0,360000;0,000000;0,000000;0,000000;0,00;5447,00;true;0,8933;0,4849
99;79000;192.168.0.51;5;11;ea192ff5-fc4e-4bdc-a842-53a6fee0f9b4512;1725581490770;687,315979;0,360000;687,315979;0,109334;687,315979;0,360000;0,000000;0,000000;0,000000;0,00;3272,00;true;0,8363;0,4830
99;79000;192.168.0.51;10;11;f4c7e7c4-3a25-44c7-801a-865b9c133f611012;1725581665771;665,682007;0,360000;665,682007;0,086964;665,682007;0,360000;0,000000;0,000000;0,000000;0,00;3488,00;true;0,8997;0,4911
99;79000;192.168.0.51;3;11;2631f1d2-a00f-4491-a63e-f917e733a935312;1725581420770;702,522034;0,360000;702,522034;0,090036;702,522034;0,360000;0,000000;0,000000;0,000000;0,00;4828,00;true;0,8411;0,4845
99;79000;192.168.0.51;12;11;9f9edaac-33b7-478c-9ab7-ed32088ecea11212;1725581735771;663,854004;0,360000;663,854004;0,097864;663,854004;0,360000;0,000000;0,000000;0,000000;0,00;3393,00;true;0,9081;0,4922
99;79000;192.168.0.51;18;10;29bb092d-0d92-4a79-8b60-96fb7672b2dd1812;1725581945778;666,668030;0,360000;666,668030;0,100268;666,668030;0,360000;0,000000;0,000000;0,000000;0,00;4942,00;true;0,5870;0,5084
99;79000;192.168.0.51;14;10;6ecd1d95-838c-4854-a282-60241db062ba1412;1725581805770;671,721985;0,360000;671,721985;0,112237;671,721985;0,360000;0,000000;0,000000;0,000000;0,00;3897,00;true;0,7843;0,4945
99;79000;192.168.0.51;9;11;0d9fb951-f248-4ad6-9a89-26b6a892694d912;1725581630770;668,219971;0,360000;668,219971;0,083990;668,219971;0,360000;0,000000;0,000000;0,000000;0,00;3763,00;true;0,8448;0,4906
99;79000;192.168.0.51;15;11;d58dfc19-0472-4ef8-bc52-ad36ad09ea101512;1725581840770;671,059998;0,360000;671,059998;0,107749;671,059998;0,360000;0,000000;0,000000;0,000000;0,00;4045,00;true;0,7175;0,4955
99;79000;192.168.0.51;4;11;57cb2aa2-f718-495a-95a3-da55832154ab412;1725581455771;694,650024;0,360000;694,650024;0,088468;694,650024;0,360000;0,000000;0,000000;0,000000;0,00;4030,00;true;0,8075;0,4823
99;79000;192.168.0.51;11;11;bc408c37-079e-4c6f-a648-d697517b0fd41112;1725581700770;663,410034;0,360000;663,410034;0,099033;663,410034;0,360000;0,000000;0,000000;0,000000;0,00;3620,00;true;0,9446;0,4916
99;79000;192.168.0.51;8;11;2b500413-888f-41ee-a113-9a4d56381b7f812;1725581595770;669,874023;0,360000;669,874023;0,107849;669,874023;0,360000;0,000000;0,000000;0,000000;0,00;3433,00;true;0,8374;0,4887
99;79000;192.168.0.51;13;10;68b360b5-a0c3-4a69-aecc-d33a76bf03561312;1725581770771;667,097961;0,360000;667,097961;0,094702;667,097961;0,360000;0,000000;0,000000;0,000000;0,00;3809,00;true;1,0000;0,4932
99;79000;192.168.0.51;7;12;91960ab3-6a48-444d-aacb-87fef2d53296712;1725581560771;672,247986;0,360000;672,247986;0,109009;672,247986;0,360000;0,000000;0,000000;0,000000;0,00;3829,00;true;0,8095;0,4888
99;79000;192.168.0.51;17;9;5f1527fb-b08b-4e48-adff-c2813a423f35179;1725581910782;668,108032;0,360000;668,108032;0,100996;668,108032;0,360000;0,000000;0,000000;0,000000;0,00;4944,00;true;0,6441;0,5200
Deviation2Offer;0.0
AmountTrades;18.0
AverageFinancialGain;0.35999999999999993
AverageFinancialEarnings;NaN
AverageFinancialCosts;0.35999999999999993
PriceDeviation;0.0
PercentageExternalEnergyNeeded;0.5
AmountMessagesSended;0
