OfferAgentName;AskedAgentName;OwnIPAddress;TradingPeriod;TradingCycle;TransactionID;CurrentTime;AmountEnergyOffered;AmountPriceOffered;AmountEnergyAsked;AmountPriceAsked;AmountEnergyMatched;PriceMatched;OpenEnergyOffer;OpenEnergyAsked;SOC;CommunicationTime;TradingTime;TradingFinished;CPULoad;RAMLoad
99;85000;192.168.0.51;4;11;d09a27f6-6654-40ea-82a8-2596f625cad2412;1725581455775;694,650024;0,360000;694,650024;0,104384;694,650024;0,360000;0,000000;0,000000;0,000000;0,00;4289,00;true;0,8755;0,4824
99;85000;192.168.0.51;8;11;e8b4abd5-6089-4ed0-9be2-65a84829349d812;1725581595774;669,874023;0,360000;669,874023;0,116776;669,874023;0,360000;0,000000;0,000000;0,000000;0,00;3672,00;true;0,8374;0,4887
99;85000;192.168.0.51;5;11;02f3cea1-65d9-440a-a918-26fd3c887a40512;1725581490774;687,315979;0,360000;687,315979;0,088506;687,315979;0,360000;0,000000;0,000000;0,000000;0,00;3595,00;true;0,6792;0,4830
99;85000;192.168.0.51;12;10;0ee3a9de-6d07-4481-8500-7886ef152b881212;1725581735774;663,854004;0,360000;663,854004;0,117749;663,854004;0,360000;0,000000;0,000000;0,000000;0,00;3569,00;true;0,6307;0,4923
99;85000;192.168.0.51;17;9;3ea26be5-ba74-4521-b422-223babc649da179;1725581910782;668,108032;0,360000;668,108032;0,105980;668,108032;0,360000;0,000000;0,000000;0,000000;0,00;5568,00;true;0,4127;0,5217
99;85000;192.168.0.51;18;9;24c9e98f-9b2c-41b9-9f7c-6b1f8740bdf31812;1725581945778;666,668030;0,360000;666,668030;0,085127;666,668030;0,360000;0,000000;0,000000;0,000000;0,00;4895,00;true;0,5870;0,5084
99;85000;192.168.0.51;7;11;d2052f44-0857-4850-8695-c4d944cf1e22712;1725581560774;672,247986;0,360000;672,247986;0,113486;672,247986;0,360000;0,000000;0,000000;0,000000;0,00;3891,00;true;0,8095;0,4886
99;85000;192.168.0.51;9;11;04a5a8b0-216d-4242-bac7-6a261260218e912;1725581630775;668,219971;0,360000;668,219971;0,098205;668,219971;0,360000;0,000000;0,000000;0,000000;0,00;3916,00;true;0,8448;0,4906
99;85000;192.168.0.51;3;11;26b3b698-02ac-4012-9faa-9a31b57467c3312;1725581420774;702,522034;0,360000;702,522034;0,093595;702,522034;0,360000;0,000000;0,000000;0,000000;0,00;5191,00;true;0,7596;0,4847
99;85000;192.168.0.51;6;11;e90c90d5-0251-40cb-b78b-e0d2d2c8fae6612;1725581525774;678,452026;0,360000;678,452026;0,113667;678,452026;0,360000;0,000000;0,000000;0,000000;0,00;3571,00;true;0,8365;0,4845
99;85000;192.168.0.51;10;11;884dea20-14b0-4f21-bc91-c9125494ef571012;1725581665774;665,682007;0,360000;665,682007;0,080520;665,682007;0,360000;0,000000;0,000000;0,000000;0,00;3661,00;true;0,8997;0,4911
99;85000;192.168.0.51;11;11;6457bc32-bbed-43a3-9b8d-f7a5bf241c3e1112;1725581700774;663,410034;0,360000;663,410034;0,100821;663,410034;0,360000;0,000000;0,000000;0,000000;0,00;3731,00;true;0,9446;0,4916
99;85000;192.168.0.51;1;13;28bf7289-e7c7-4aed-9944-552d8c714be7113;1725581350775;715,693970;0,360000;715,693970;0,089347;715,693970;0,360000;0,000000;0,000000;0,000000;0,00;5716,00;true;0,8933;0,4849
99;85000;192.168.0.51;15;11;b1c391e1-2f16-40ac-a8a0-a9c96448e2d91512;1725581840774;671,059998;0,360000;671,059998;0,097500;671,059998;0,360000;0,000000;0,000000;0,000000;0,00;4473,00;true;0,9007;0,4956
99;85000;192.168.0.51;13;10;d5df6129-58d9-448f-880c-f063980141911312;1725581770774;667,097961;0,360000;667,097961;0,098483;667,097961;0,360000;0,000000;0,000000;0,000000;0,00;3912,00;true;1,0000;0,4934
99;85000;192.168.0.51;2;11;5794f4a9-2b52-4b9f-9c85-d16771c9b9c7212;1725581385775;707,822021;0,360000;707,822021;0,104788;707,822021;0,360000;0,000000;0,000000;0,000000;0,00;5295,00;true;0,7905;0,4847
99;85000;192.168.0.51;14;10;9ef4ae05-a622-4a6d-904c-910cdcc017021412;1725581805775;671,721985;0,360000;671,721985;0,099735;671,721985;0,360000;0,000000;0,000000;0,000000;0,00;4300,00;true;0,8842;0,4945
99;85000;192.168.0.51;16;10;a484ce37-8e6a-4cf3-944b-f3222c9df3111612;1725581875774;669,015991;0,360000;669,015991;0,110327;669,015991;0,360000;0,000000;0,000000;0,000000;0,00;5734,00;true;0,7713;0,4984
Deviation2Offer;0.0
AmountTrades;18.0
AverageFinancialGain;0.36000000000000004
AverageFinancialEarnings;NaN
AverageFinancialCosts;0.36000000000000004
PriceDeviation;0.0
PercentageExternalEnergyNeeded;0.5
AmountMessagesSended;0
