OfferAgentName;AskedAgentName;OwnIPAddress;TradingPeriod;TradingCycle;TransactionID;CurrentTime;AmountEnergyOffered;AmountPriceOffered;AmountEnergyAsked;AmountPriceAsked;AmountEnergyMatched;PriceMatched;OpenEnergyOffer;OpenEnergyAsked;SOC;CommunicationTime;TradingTime;TradingFinished;CPULoad;RAMLoad
99;38000;192.168.0.51;14;11;6fccfd0d-7ed0-453f-a3c4-cf52d03db5621412;1725581805743;671,721985;0,360000;671,721985;0,103332;671,721985;0,360000;0,000000;0,000000;0,000000;0,00;1992,00;true;0,7950;0,4943
99;38000;192.168.0.51;11;12;18bd5056-9ef6-4251-8453-0ca6cdf443341112;1725581700743;663,410034;0,360000;663,410034;0,103557;663,410034;0,360000;0,000000;0,000000;0,000000;0,00;1726,00;true;0,8625;0,4915
99;38000;192.168.0.51;16;11;402fe601-2342-48d9-ab90-1322d4fd9e7b1612;1725581875743;669,015991;0,360000;669,015991;0,090740;669,015991;0,360000;0,000000;0,000000;0,000000;0,00;3387,00;true;0,6646;0,4984
99;38000;192.168.0.51;2;11;d4b7f340-15ab-4c87-8203-c4395e6533bf212;1725581385743;707,822021;0,360000;707,822021;0,103824;707,822021;0,360000;0,000000;0,000000;0,000000;0,00;3268,00;true;0,8878;0,4847
99;38000;192.168.0.51;15;12;d01661b8-62da-4efa-8c75-77731240985c1512;1725581840743;671,059998;0,360000;671,059998;0,091405;671,059998;0,360000;0,000000;0,000000;0,000000;0,00;2343,00;true;0,9227;0,4955
99;38000;192.168.0.51;17;10;2db41ff1-0e40-44ac-bd30-1825ac94652a1711;1725581910752;668,108032;0,360000;668,108032;0,091456;668,108032;0,360000;0,000000;0,000000;0,000000;0,00;3976,00;true;0,6171;0,5188
99;38000;192.168.0.51;1;13;74e53b68-b010-479a-a5cb-944ae3cfcfad113;1725581350743;715,693970;0,360000;715,693970;0,090005;715,693970;0,360000;0,000000;0,000000;0,000000;0,00;3521,00;true;0,8659;0,4849
99;38000;192.168.0.51;4;11;dd6e87be-0297-4ece-bdc3-1e627180bb91412;1725581455743;694,650024;0,360000;694,650024;0,086403;694,650024;0,360000;0,000000;0,000000;0,000000;0,00;2252,00;true;0,7395;0,4817
99;38000;192.168.0.51;6;11;e533cc5d-1635-403b-bc81-a730ec27cbb2612;1725581525744;678,452026;0,360000;678,452026;0,086051;678,452026;0,360000;0,000000;0,000000;0,000000;0,00;1666,00;true;0,8501;0,4844
99;38000;192.168.0.51;3;11;4da83430-bb9c-43a4-8790-2d318868fad0312;1725581420744;702,522034;0,360000;702,522034;0,097845;702,522034;0,360000;0,000000;0,000000;0,000000;0,00;3134,00;true;0,6119;0,4844
99;38000;192.168.0.51;10;12;764d9fea-e6ab-461e-8163-cb9ddb9cc0921012;1725581665743;665,682007;0,360000;665,682007;0,089957;665,682007;0,360000;0,000000;0,000000;0,000000;0,00;1681,00;true;0,7988;0,4908
99;38000;192.168.0.51;5;11;e150db36-562d-41da-9d8d-83208c8ad441512;1725581490743;687,315979;0,360000;687,315979;0,104693;687,315979;0,360000;0,000000;0,000000;0,000000;0,00;1675,00;true;1,0000;0,4830
99;38000;192.168.0.51;8;12;a165c0f2-552e-4390-a38e-e0ee2c3b146c812;1725581595743;669,874023;0,360000;669,874023;0,119286;669,874023;0,360000;0,000000;0,000000;0,000000;0,00;1747,00;true;0,8303;0,4886
99;38000;192.168.0.51;13;11;7279b390-db07-407f-91bc-d49b20db5f381312;1725581770744;667,097961;0,360000;667,097961;0,119995;667,097961;0,360000;0,000000;0,000000;0,000000;0,00;1807,00;true;0,5683;0,4932
99;38000;192.168.0.51;12;11;d29eccf2-cbfb-4360-b7a6-8bc6c01925611212;1725581735743;663,854004;0,360000;663,854004;0,096978;663,854004;0,360000;0,000000;0,000000;0,000000;0,00;1736,00;true;0,9064;0,4925
99;38000;192.168.0.51;7;12;8fa8df44-9402-41c1-8e7b-25ff47bde2e9712;1725581560743;672,247986;0,360000;672,247986;0,093857;672,247986;0,360000;0,000000;0,000000;0,000000;0,00;1947,00;true;0,6450;0,4883
99;38000;192.168.0.51;9;12;44a803a9-f88d-49e8-96e9-a51ab375c15a912;1725581630744;668,219971;0,360000;668,219971;0,081047;668,219971;0,360000;0,000000;0,000000;0,000000;0,00;1676,00;true;0,9415;0,4905
99;38000;192.168.0.51;18;9;2388c7de-eaa7-4a60-8135-6a0a08de11f51810;1725581945747;666,668030;0,360000;666,668030;0,090609;666,668030;0,360000;0,000000;0,000000;0,000000;0,00;3559,00;true;0,5396;0,5079
Deviation2Offer;0.0
AmountTrades;18.0
AverageFinancialGain;0.3600000000000001
AverageFinancialEarnings;NaN
AverageFinancialCosts;0.3600000000000001
PriceDeviation;0.0
PercentageExternalEnergyNeeded;0.5
AmountMessagesSended;0
