OfferAgentName;AskedAgentName;Period;Iteration;AmountFlexibilityOffered;AmountPriceOffered;AmountFlexibilityAsked;AmountPriceAsked;AmountFlexibilityMatched;PriceMatched;CalculationTime
7;22;2;0;0,405386;0,052685;13,346993;0,000000;0,405382;0,052685;25520,00
27;22;2;0;0,405330;0,054878;13,346993;0,000000;0,405328;0,054878;25520,00
8;22;2;0;0,405015;0,021524;13,346993;0,000000;0,405014;0,021524;25520,00
5;22;2;0;0,404511;0,041778;13,346993;0,000000;0,404511;0,041778;25520,00
22;22;2;0;0,405219;0,003243;13,346993;0,000000;0,405218;0,003243;25520,00
4;22;2;0;0,405342;0,031746;13,346993;0,000000;0,405340;0,031746;25520,00
1;22;2;0;0,404628;0,004925;13,346993;0,000000;0,404628;0,004925;25520,00
3;22;2;0;0,404903;0,045443;13,346993;0,000000;0,404903;0,045443;25520,00
2;22;2;0;0,405440;0,044890;13,346993;0,000000;0,405438;0,044890;25520,00
9;22;2;0;0,404933;0,094108;13,346993;0,000000;0,404932;0,094108;25520,00
29;22;2;0;0,405209;0,006621;13,346993;0,000000;0,405209;0,006621;25520,00
11;22;2;0;0,404902;0,048807;13,346993;0,000000;0,404902;0,048807;25520,00
32;22;2;0;0,405429;0,081008;13,346993;0,000000;0,405427;0,081008;25520,00
31;22;2;0;0,405141;0,030467;13,346993;0,000000;0,405139;0,030467;25520,00
17;22;2;0;0,404917;0,042680;13,346993;0,000000;0,404916;0,042680;25520,00
19;22;2;0;0,404911;0,040348;13,346993;0,000000;0,404911;0,040348;25520,00
33;22;2;0;0,405134;0,086208;13,346993;0,000000;0,405133;0,086208;25520,00
7;22;2;1;0,405386;0,052685;13,346993;0,000000;0,405377;0,052685;25520,00
27;22;2;1;0,405330;0,054878;13,346993;0,000000;0,405327;0,054878;25520,00
8;22;2;1;0,405015;0,021524;13,346993;0,000000;0,405013;0,021524;25520,00
5;22;2;1;0,404511;0,041778;13,346993;0,000000;0,404510;0,041778;25520,00
22;22;2;1;0,405219;0,003243;13,346993;0,000000;0,405217;0,003243;25520,00
4;22;2;1;0,405342;0,031746;13,346993;0,000000;0,405338;0,031746;25520,00
1;22;2;1;0,404628;0,004925;13,346993;0,000000;0,404627;0,004925;25520,00
3;22;2;1;0,404903;0,045443;13,346993;0,000000;0,404903;0,045443;25520,00
2;22;2;1;0,405440;0,044890;13,346993;0,000000;0,405436;0,044890;25520,00
9;22;2;1;0,404933;0,094108;13,346993;0,000000;0,404930;0,094108;25520,00
29;22;2;1;0,405209;0,006621;13,346993;0,000000;0,405208;0,006621;25520,00
11;22;2;1;0,404902;0,048807;13,346993;0,000000;0,404902;0,048807;25520,00
32;22;2;1;0,405429;0,081008;13,346993;0,000000;0,405426;0,081008;25520,00
31;22;2;1;0,405141;0,030467;13,346993;0,000000;0,405136;0,030467;25520,00
17;22;2;1;0,404917;0,042680;13,346993;0,000000;0,404915;0,042680;25520,00
19;22;2;1;0,404911;0,040348;13,346993;0,000000;0,404910;0,040348;25520,00
33;22;2;1;0,405134;0,086208;13,346993;0,000000;0,405131;0,086208;25520,00
7;22;2;2;0,405386;0,052685;13,346993;0,000000;0,405376;0,052685;25520,00
27;22;2;2;0,405330;0,054878;13,346993;0,000000;0,405327;0,054878;25520,00
8;22;2;2;0,405015;0,021524;13,346993;0,000000;0,405013;0,021524;25520,00
5;22;2;2;0,404511;0,041778;13,346993;0,000000;0,404510;0,041778;25520,00
22;22;2;2;0,405219;0,003243;13,346993;0,000000;0,405217;0,003243;25520,00
4;22;2;2;0,405342;0,031746;13,346993;0,000000;0,405338;0,031746;25520,00
1;22;2;2;0,404628;0,004925;13,346993;0,000000;0,404627;0,004925;25520,00
3;22;2;2;0,404903;0,045443;13,346993;0,000000;0,404903;0,045443;25520,00
2;22;2;2;0,405440;0,044890;13,346993;0,000000;0,405436;0,044890;25520,00
9;22;2;2;0,404933;0,094108;13,346993;0,000000;0,404930;0,094108;25520,00
29;22;2;2;0,405209;0,006621;13,346993;0,000000;0,405208;0,006621;25520,00
11;22;2;2;0,404902;0,048807;13,346993;0,000000;0,404902;0,048807;25520,00
32;22;2;2;0,405429;0,081008;13,346993;0,000000;0,405426;0,081008;25520,00
31;22;2;2;0,405141;0,030467;13,346993;0,000000;0,405136;0,030467;25520,00
17;22;2;2;0,404917;0,042680;13,346993;0,000000;0,404915;0,042680;25520,00
19;22;2;2;0,404911;0,040348;13,346993;0,000000;0,404910;0,040348;25520,00
33;22;2;2;0,405134;0,086208;13,346993;0,000000;0,405131;0,086208;25520,00
7;22;2;3;0,405386;0,052685;13,346993;0,000000;0,405375;0,052685;25520,00
27;22;2;3;0,405330;0,054878;13,346993;0,000000;0,405326;0,054878;25520,00
8;22;2;3;0,405015;0,021524;13,346993;0,000000;0,405013;0,021524;25520,00
5;22;2;3;0,404511;0,041778;13,346993;0,000000;0,404510;0,041778;25520,00
22;22;2;3;0,405219;0,003243;13,346993;0,000000;0,405217;0,003243;25520,00
4;22;2;3;0,405342;0,031746;13,346993;0,000000;0,405337;0,031746;25520,00
1;22;2;3;0,404628;0,004925;13,346993;0,000000;0,404627;0,004925;25520,00
3;22;2;3;0,404903;0,045443;13,346993;0,000000;0,404902;0,045443;25520,00
2;22;2;3;0,405440;0,044890;13,346993;0,000000;0,405436;0,044890;25520,00
9;22;2;3;0,404933;0,094108;13,346993;0,000000;0,404929;0,094108;25520,00
29;22;2;3;0,405209;0,006621;13,346993;0,000000;0,405208;0,006621;25520,00
11;22;2;3;0,404902;0,048807;13,346993;0,000000;0,404902;0,048807;25520,00
32;22;2;3;0,405429;0,081008;13,346993;0,000000;0,405425;0,081008;25520,00
31;22;2;3;0,405141;0,030467;13,346993;0,000000;0,405136;0,030467;25520,00
17;22;2;3;0,404917;0,042680;13,346993;0,000000;0,404915;0,042680;25520,00
19;22;2;3;0,404911;0,040348;13,346993;0,000000;0,404910;0,040348;25520,00
33;22;2;3;0,405134;0,086208;13,346993;0,000000;0,405131;0,086208;25520,00
7;22;2;4;0,405386;0,052685;13,346993;0,000000;0,405378;0,052685;25520,00
27;22;2;4;0,405330;0,054878;13,346993;0,000000;0,405327;0,054878;25520,00
8;22;2;4;0,405015;0,021524;13,346993;0,000000;0,405013;0,021524;25520,00
5;22;2;4;0,404511;0,041778;13,346993;0,000000;0,404510;0,041778;25520,00
22;22;2;4;0,405219;0,003243;13,346993;0,000000;0,405217;0,003243;25520,00
4;22;2;4;0,405342;0,031746;13,346993;0,000000;0,405338;0,031746;25520,00
1;22;2;4;0,404628;0,004925;13,346993;0,000000;0,404628;0,004925;25520,00
3;22;2;4;0,404903;0,045443;13,346993;0,000000;0,404903;0,045443;25520,00
2;22;2;4;0,405440;0,044890;13,346993;0,000000;0,405437;0,044890;25520,00
9;22;2;4;0,404933;0,094108;13,346993;0,000000;0,404930;0,094108;25520,00
29;22;2;4;0,405209;0,006621;13,346993;0,000000;0,405209;0,006621;25520,00
11;22;2;4;0,404902;0,048807;13,346993;0,000000;0,404902;0,048807;25520,00
32;22;2;4;0,405429;0,081008;13,346993;0,000000;0,405426;0,081008;25520,00
31;22;2;4;0,405141;0,030467;13,346993;0,000000;0,405137;0,030467;25520,00
17;22;2;4;0,404917;0,042680;13,346993;0,000000;0,404915;0,042680;25520,00
19;22;2;4;0,404911;0,040348;13,346993;0,000000;0,404910;0,040348;25520,00
33;22;2;4;0,405134;0,086208;13,346993;0,000000;0,405132;0,086208;25520,00
7;22;2;5;0,405386;0,052685;13,346993;0,000000;0,405373;0,052685;25520,00
27;22;2;5;0,405330;0,054878;13,346993;0,000000;0,405325;0,054878;25520,00
8;22;2;5;0,405015;0,021524;13,346993;0,000000;0,405012;0,021524;25520,00
5;22;2;5;0,404511;0,041778;13,346993;0,000000;0,404509;0,041778;25520,00
22;22;2;5;0,405219;0,003243;13,346993;0,000000;0,405216;0,003243;25520,00
4;22;2;5;0,405342;0,031746;13,346993;0,000000;0,405336;0,031746;25520,00
1;22;2;5;0,404628;0,004925;13,346993;0,000000;0,404626;0,004925;25520,00
3;22;2;5;0,404903;0,045443;13,346993;0,000000;0,404902;0,045443;25520,00
2;22;2;5;0,405440;0,044890;13,346993;0,000000;0,405434;0,044890;25520,00
9;22;2;5;0,404933;0,094108;13,346993;0,000000;0,404929;0,094108;25520,00
29;22;2;5;0,405209;0,006621;13,346993;0,000000;0,405208;0,006621;25520,00
11;22;2;5;0,404902;0,048807;13,346993;0,000000;0,404902;0,048807;25520,00
32;22;2;5;0,405429;0,081008;13,346993;0,000000;0,405425;0,081008;25520,00
31;22;2;5;0,405141;0,030467;13,346993;0,000000;0,405135;0,030467;25520,00
17;22;2;5;0,404917;0,042680;13,346993;0,000000;0,404914;0,042680;25520,00
19;22;2;5;0,404911;0,040348;13,346993;0,000000;0,404910;0,040348;25520,00
33;22;2;5;0,405134;0,086208;13,346993;0,000000;0,405130;0,086208;25520,00
7;22;2;6;0,405386;0,052685;13,346993;0,000000;0,405371;0,052685;25520,00
27;22;2;6;0,405330;0,054878;13,346993;0,000000;0,405325;0,054878;25520,00
8;22;2;6;0,405015;0,021524;13,346993;0,000000;0,405012;0,021524;25520,00
5;22;2;6;0,404511;0,041778;13,346993;0,000000;0,404509;0,041778;25520,00
22;22;2;6;0,405219;0,003243;13,346993;0,000000;0,405216;0,003243;25520,00
4;22;2;6;0,405342;0,031746;13,346993;0,000000;0,405335;0,031746;25520,00
1;22;2;6;0,404628;0,004925;13,346993;0,000000;0,404625;0,004925;25520,00
3;22;2;6;0,404903;0,045443;13,346993;0,000000;0,404902;0,045443;25520,00
