OfferAgentName;AskedAgentName;Period;Iteration;AmountFlexibilityOffered;AmountPriceOffered;AmountFlexibilityAsked;AmountPriceAsked;AmountFlexibilityMatched;PriceMatched;CalculationTime
9;7;3;3;0,216057;0,078125;1,408413;0,000000;0,173784;0,078125;35997,00
8;7;3;3;0,234053;0,098995;1,408413;0,000000;0,188244;0,098995;35997,00
7;7;3;3;0,223743;0,012948;1,408413;0,000000;0,167360;0,012948;35997,00
6;7;3;3;0,210781;0,068672;1,408413;0,000000;0,169499;0,068672;35997,00
10;7;3;3;0,179518;0,071056;1,408413;0,000000;0,144362;0,071056;35997,00
2;7;3;3;0,213715;0,086857;1,408413;0,000000;0,171855;0,086857;35997,00
3;7;3;4;0,224617;0,034136;1,408413;0,000000;0,136118;0,034136;35997,00
4;7;3;4;0,183551;0,038849;1,408413;0,000000;0,108802;0,038849;35997,00
5;7;3;4;0,163018;0,007782;1,408413;0,000000;0,113496;0,007782;35997,00
9;7;3;4;0,216057;0,078125;1,408413;0,000000;0,150305;0,078125;35997,00
8;7;3;4;0,234053;0,098995;1,408413;0,000000;0,188244;0,098995;35997,00
7;7;3;4;0,223743;0,012948;1,408413;0,000000;0,167360;0,012948;35997,00
1;7;3;4;0,227222;0,077598;1,408413;0,000000;0,138095;0,077598;35997,00
6;7;3;4;0,210781;0,068672;1,408413;0,000000;0,146575;0,068672;35997,00
2;7;3;4;0,213715;0,086857;1,408413;0,000000;0,134685;0,086857;35997,00
10;7;3;4;0,179518;0,071056;1,408413;0,000000;0,124840;0,071056;35997,00
4;7;3;11;0,183551;0,038849;1,408413;0,000000;0,183551;0,038849;35997,00
7;7;3;11;0,223743;0,012948;1,408413;0,000000;0,223743;0,012948;35997,00
1;7;3;11;0,227222;0,077598;1,408413;0,000000;0,227222;0,077598;35997,00
3;7;4;0;0,339732;0,011087;2,507783;0,000000;0,339732;0,011087;36025,00
5;7;4;0;0,325140;0,077616;2,507783;0,000000;0,325140;0,077616;36025,00
4;7;4;0;0,285261;0,042613;2,507783;0,000000;0,265284;0,042613;36025,00
8;7;4;0;0,286645;0,027385;2,507783;0,000000;0,286645;0,027385;36025,00
9;7;4;0;0,265433;0,098734;2,507783;0,000000;0,265433;0,098734;36025,00
7;7;4;0;0,344851;0,008730;2,507783;0,000000;0,298251;0,008730;36025,00
1;7;4;0;0,251061;0,005095;2,507783;0,000000;0,236479;0,005095;36025,00
6;7;4;0;0,312826;0,026642;2,507783;0,000000;0,312826;0,026642;36025,00
2;7;4;0;0,259675;0,085687;2,507783;0,000000;0,259675;0,085687;36025,00
10;7;4;0;0,330514;0,007235;2,507783;0,000000;0,330514;0,007235;36025,00
5;7;4;1;0,325140;0,077616;2,507783;0,000000;0,310558;0,077616;36025,00
9;7;4;1;0,265433;0,098734;2,507783;0,000000;0,265433;0,098734;36025,00
8;7;4;1;0,286645;0,027385;2,507783;0,000000;0,266572;0,027385;36025,00
7;7;4;1;0,344851;0,008730;2,507783;0,000000;0,298251;0,008730;36025,00
6;7;4;1;0,312826;0,026642;2,507783;0,000000;0,312826;0,026642;36025,00
10;7;4;1;0,330514;0,007235;2,507783;0,000000;0,307354;0,007235;36025,00
2;7;4;1;0,259675;0,085687;2,507783;0,000000;0,259675;0,085687;36025,00
3;7;4;2;0,339732;0,011087;2,507783;0,000000;0,288784;0,011087;36025,00
4;7;4;2;0,285261;0,042613;2,507783;0,000000;0,224052;0,042613;36025,00
5;7;4;2;0,325140;0,077616;2,507783;0,000000;0,276189;0,077616;36025,00
9;7;4;2;0,265433;0,098734;2,507783;0,000000;0,229570;0,098734;36025,00
8;7;4;2;0,286645;0,027385;2,507783;0,000000;0,247904;0,027385;36025,00
7;7;4;2;0,344851;0,008730;2,507783;0,000000;0,298251;0,008730;36025,00
1;7;4;2;0,251061;0,005095;2,507783;0,000000;0,197283;0,005095;36025,00
6;7;4;2;0,312826;0,026642;2,507783;0,000000;0,260815;0,026642;36025,00
2;7;4;2;0,259675;0,085687;2,507783;0,000000;0,219042;0,085687;36025,00
10;7;4;2;0,330514;0,007235;2,507783;0,000000;0,265789;0,007235;36025,00
4;7;4;4;0,285261;0,042613;2,507783;0,000000;0,285261;0,042613;36025,00
7;7;4;4;0,344851;0,008730;2,507783;0,000000;0,344851;0,008730;36025,00
3;7;5;0;0,331516;0,010029;3,258665;0,000000;0,331516;0,010029;0,00
4;7;5;0;0,369386;0,027768;3,258665;0,000000;0,369386;0,027768;0,00
5;7;5;0;0,406213;0,029457;3,258665;0,000000;0,406213;0,029457;0,00
8;7;5;0;0,357954;0,020874;3,258665;0,000000;0,357954;0,020874;0,00
9;7;5;0;0,405589;0,047521;3,258665;0,000000;0,405589;0,047521;0,00
7;7;5;0;0,358730;0,021644;3,258665;0,000000;0,292054;0,021644;0,00
1;7;5;0;0,397827;0,055058;3,258665;0,000000;0,397827;0,055058;0,00
6;7;5;0;0,338724;0,028969;3,258665;0,000000;0,338724;0,028969;0,00
2;7;5;0;0,415777;0,033865;3,258665;0,000000;0,415777;0,033865;0,00
10;7;5;0;0,393370;0,015868;3,258665;0,000000;0,393370;0,015868;0,00
3;7;5;1;0,331516;0,010029;3,258665;0,000000;0,308305;0,010029;0,00
4;7;5;1;0,369386;0,027768;3,258665;0,000000;0,319460;0,027768;0,00
5;7;5;1;0,406213;0,029457;3,258665;0,000000;0,377753;0,029457;0,00
9;7;5;1;0,405589;0,047521;3,258665;0,000000;0,405589;0,047521;0,00
8;7;5;1;0,357954;0,020874;3,258665;0,000000;0,332886;0,020874;0,00
7;7;5;1;0,358730;0,021644;3,258665;0,000000;0,292054;0,021644;0,00
1;7;5;1;0,397827;0,055058;3,258665;0,000000;0,344020;0,055058;0,00
6;7;5;1;0,338724;0,028969;3,258665;0,000000;0,338724;0,028969;0,00
2;7;5;1;0,415777;0,033865;3,258665;0,000000;0,415777;0,033865;0,00
10;7;5;1;0,393370;0,015868;3,258665;0,000000;0,365806;0,015868;0,00
3;7;5;2;0,331516;0,010029;3,258665;0,000000;0,286720;0,010029;0,00
5;7;5;2;0,406213;0,029457;3,258665;0,000000;0,351287;0,029457;0,00
9;7;5;2;0,405589;0,047521;3,258665;0,000000;0,382320;0,047521;0,00
8;7;5;2;0,357954;0,020874;3,258665;0,000000;0,309575;0,020874;0,00
7;7;5;2;0,358730;0,021644;3,258665;0,000000;0,292054;0,021644;0,00
6;7;5;2;0,338724;0,028969;3,258665;0,000000;0,314986;0,028969;0,00
2;7;5;2;0,415777;0,033865;3,258665;0,000000;0,390792;0,033865;0,00
10;7;5;2;0,393370;0,015868;3,258665;0,000000;0,340173;0,015868;0,00
3;7;5;3;0,331516;0,010029;3,258665;0,000000;0,280355;0,010029;0,00
4;7;5;3;0,369386;0,027768;3,258665;0,000000;0,290779;0,027768;0,00
5;7;5;3;0,406213;0,029457;3,258665;0,000000;0,335047;0,029457;0,00
9;7;5;3;0,405589;0,047521;3,258665;0,000000;0,360680;0,047521;0,00
8;7;5;3;0,357954;0,020874;3,258665;0,000000;0,289466;0,020874;0,00
7;7;5;3;0,358730;0,021644;3,258665;0,000000;0,292054;0,021644;0,00
1;7;5;3;0,397827;0,055058;3,258665;0,000000;0,314594;0,055058;0,00
6;7;5;3;0,338724;0,028969;3,258665;0,000000;0,286576;0,028969;0,00
2;7;5;3;0,415777;0,033865;3,258665;0,000000;0,361303;0,033865;0,00
10;7;5;3;0,393370;0,015868;3,258665;0,000000;0,318676;0,015868;0,00
3;7;6;0;0,107131;0,033941;0,618273;0,000000;0,099631;0,033941;10827279,00
4;7;6;0;0,062571;0,057686;0,618273;0,000000;0,058189;0,057686;10827279,00
5;7;6;0;0,103532;0,046717;0,618273;0,000000;0,103532;0,046717;10827279,00
8;7;6;0;0,150168;0,048222;0,618273;0,000000;0,150168;0,048222;10827279,00
9;7;6;0;0,138176;0,038837;0,618273;0,000000;0,138176;0,038837;10827279,00
7;7;6;0;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;0;0,126114;0,084987;0,618273;0,000000;0,126114;0,084987;10827279,00
6;7;6;0;0,150912;0,022260;0,618273;0,000000;0,150912;0,022260;10827279,00
10;7;6;0;0,110959;0,013187;0,618273;0,000000;0,110959;0,013187;10827279,00
2;7;6;0;0,061975;0,071432;0,618273;0,000000;0,057631;0,071432;10827279,00
3;7;6;1;0,107131;0,033941;0,618273;0,000000;0,092655;0,033941;10827279,00
5;7;6;1;0,103532;0,046717;0,618273;0,000000;0,096278;0,046717;10827279,00
4;7;6;1;0,062571;0,057686;0,618273;0,000000;0,054114;0,057686;10827279,00
9;7;6;1;0,138176;0,038837;0,618273;0,000000;0,128503;0,038837;10827279,00
8;7;6;1;0,150168;0,048222;0,618273;0,000000;0,139652;0,048222;10827279,00
7;7;6;1;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;1;0,126114;0,084987;0,618273;0,000000;0,117276;0,084987;10827279,00
6;7;6;1;0,150912;0,022260;0,618273;0,000000;0,140336;0,022260;10827279,00
10;7;6;1;0,110959;0,013187;0,618273;0,000000;0,103184;0,013187;10827279,00
5;7;6;2;0,103532;0,046717;0,618273;0,000000;0,089533;0,046717;10827279,00
4;7;6;2;0,062571;0,057686;0,618273;0,000000;0,050325;0,057686;10827279,00
9;7;6;2;0,138176;0,038837;0,618273;0,000000;0,119507;0,038837;10827279,00
8;7;6;2;0,150168;0,048222;0,618273;0,000000;0,129872;0,048222;10827279,00
7;7;6;2;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;2;0,126114;0,084987;0,618273;0,000000;0,109057;0,084987;10827279,00
6;7;6;2;0,150912;0,022260;0,618273;0,000000;0,130501;0,022260;10827279,00
2;7;6;2;0,061975;0,071432;0,618273;0,000000;0,053592;0,071432;10827279,00
10;7;6;2;0,110959;0,013187;0,618273;0,000000;0,095954;0,013187;10827279,00
3;7;6;3;0,107131;0,033941;0,618273;0,000000;0,080135;0,033941;10827279,00
5;7;6;3;0,103532;0,046717;0,618273;0,000000;0,083260;0,046717;10827279,00
4;7;6;3;0,062571;0,057686;0,618273;0,000000;0,046800;0,057686;10827279,00
9;7;6;3;0,138176;0,038837;0,618273;0,000000;0,111141;0,038837;10827279,00
8;7;6;3;0,150168;0,048222;0,618273;0,000000;0,120777;0,048222;10827279,00
7;7;6;3;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;3;0,126114;0,084987;0,618273;0,000000;0,101414;0,084987;10827279,00
6;7;6;3;0,150912;0,022260;0,618273;0,000000;0,121356;0,022260;10827279,00
2;7;6;3;0,061975;0,071432;0,618273;0,000000;0,049836;0,071432;10827279,00
10;7;6;3;0,110959;0,013187;0,618273;0,000000;0,089230;0,013187;10827279,00
5;7;6;4;0,103532;0,046717;0,618273;0,000000;0,077426;0,046717;10827279,00
9;7;6;4;0,138176;0,038837;0,618273;0,000000;0,103361;0,038837;10827279,00
8;7;6;4;0,150168;0,048222;0,618273;0,000000;0,112319;0,048222;10827279,00
7;7;6;4;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;4;0,126114;0,084987;0,618273;0,000000;0,094307;0,084987;10827279,00
6;7;6;4;0,150912;0,022260;0,618273;0,000000;0,112851;0,022260;10827279,00
2;7;6;4;0,061975;0,071432;0,618273;0,000000;0,046343;0,071432;10827279,00
10;7;6;4;0,110959;0,013187;0,618273;0,000000;0,084274;0,013187;10827279,00
3;7;6;5;0,107131;0,033941;0,618273;0,000000;0,074525;0,033941;10827279,00
4;7;6;5;0,062571;0,057686;0,618273;0,000000;0,043523;0,057686;10827279,00
5;7;6;5;0,103532;0,046717;0,618273;0,000000;0,072002;0,046717;10827279,00
9;7;6;5;0,138176;0,038837;0,618273;0,000000;0,096125;0,038837;10827279,00
8;7;6;5;0,150168;0,048222;0,618273;0,000000;0,104454;0,048222;10827279,00
7;7;6;5;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;5;0,126114;0,084987;0,618273;0,000000;0,087698;0,084987;10827279,00
6;7;6;5;0,150912;0,022260;0,618273;0,000000;0,104943;0,022260;10827279,00
2;7;6;5;0,061975;0,071432;0,618273;0,000000;0,043095;0,071432;10827279,00
10;7;6;5;0,110959;0,013187;0,618273;0,000000;0,078368;0,013187;10827279,00
3;7;6;6;0,107131;0,033941;0,618273;0,000000;0,069307;0,033941;10827279,00
4;7;6;6;0,062571;0,057686;0,618273;0,000000;0,040475;0,057686;10827279,00
5;7;6;6;0,103532;0,046717;0,618273;0,000000;0,072002;0,046717;10827279,00
9;7;6;6;0,138176;0,038837;0,618273;0,000000;0,096125;0,038837;10827279,00
8;7;6;6;0,150168;0,048222;0,618273;0,000000;0,104744;0,048222;10827279,00
7;7;6;6;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;6;0,126114;0,084987;0,618273;0,000000;0,081551;0,084987;10827279,00
6;7;6;6;0,150912;0,022260;0,618273;0,000000;0,097588;0,022260;10827279,00
2;7;6;6;0,061975;0,071432;0,618273;0,000000;0,040074;0,071432;10827279,00
10;7;6;6;0,110959;0,013187;0,618273;0,000000;0,079660;0,013187;10827279,00
3;7;6;7;0,107131;0,033941;0,618273;0,000000;0,069307;0,033941;10827279,00
4;7;6;7;0,062571;0,057686;0,618273;0,000000;0,037640;0,057686;10827279,00
5;7;6;7;0,103532;0,046717;0,618273;0,000000;0,072002;0,046717;10827279,00
8;7;6;7;0,150168;0,048222;0,618273;0,000000;0,097409;0,048222;10827279,00
9;7;6;7;0,138176;0,038837;0,618273;0,000000;0,096125;0,038837;10827279,00
7;7;6;7;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;7;0,126114;0,084987;0,618273;0,000000;0,075836;0,084987;10827279,00
6;7;6;7;0,150912;0,022260;0,618273;0,000000;0,097588;0,022260;10827279,00
2;7;6;7;0,061975;0,071432;0,618273;0,000000;0,040074;0,071432;10827279,00
10;7;6;7;0,110959;0,013187;0,618273;0,000000;0,080833;0,013187;10827279,00
3;7;6;8;0,107131;0,033941;0,618273;0,000000;0,069307;0,033941;10827279,00
4;7;6;8;0,062571;0,057686;0,618273;0,000000;0,035004;0,057686;10827279,00
5;7;6;8;0,103532;0,046717;0,618273;0,000000;0,072002;0,046717;10827279,00
9;7;6;8;0,138176;0,038837;0,618273;0,000000;0,096125;0,038837;10827279,00
8;7;6;8;0,150168;0,048222;0,618273;0,000000;0,090587;0,048222;10827279,00
7;7;6;8;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;8;0,126114;0,084987;0,618273;0,000000;0,070521;0,084987;10827279,00
6;7;6;8;0,150912;0,022260;0,618273;0,000000;0,097588;0,022260;10827279,00
10;7;6;8;0,110959;0,013187;0,618273;0,000000;0,075169;0,013187;10827279,00
2;7;6;8;0,061975;0,071432;0,618273;0,000000;0,040074;0,071432;10827279,00
3;7;6;9;0,107131;0,033941;0,618273;0,000000;0,069307;0,033941;10827279,00
4;7;6;9;0,062571;0,057686;0,618273;0,000000;0,032553;0,057686;10827279,00
5;7;6;9;0,103532;0,046717;0,618273;0,000000;0,072002;0,046717;10827279,00
9;7;6;9;0,138176;0,038837;0,618273;0,000000;0,096125;0,038837;10827279,00
8;7;6;9;0,150168;0,048222;0,618273;0,000000;0,084244;0,048222;10827279,00
7;7;6;9;0,092495;0,054071;0,618273;0,000000;0,037397;0,054071;10827279,00
1;7;6;9;0,126114;0,084987;0,618273;0,000000;0,065579;0,084987;10827279,00
6;7;6;9;0,150912;0,022260;0,618273;0,000000;0,097588;0,022260;10827279,00
10;7;6;9;0,110959;0,013187;0,618273;0,000000;0,069901;0,013187;10827279,00
