Period,EnergyAmount
2019-01-02 00:00:00,663.4319001179506
2019-01-02 00:15:00,675.2827932928615
2019-01-02 00:30:00,687.1336864677723
2019-01-02 00:45:00,698.9845796426833
2019-01-02 01:00:00,710.8354728175942
2019-01-02 01:15:00,720.7596869447812
2019-01-02 01:30:00,730.6839010719679
2019-01-02 01:45:00,740.6081151991547
2019-01-02 02:00:00,750.5323293263416
2019-01-02 02:15:00,754.2221011348776
2019-01-02 02:30:00,757.9118729434134
2019-01-02 02:45:00,761.6016447519494
2019-01-02 03:00:00,765.2914165604852
2019-01-02 03:15:00,775.7063888093276
2019-01-02 03:30:00,786.1213610581699
2019-01-02 03:45:00,796.536333307012
2019-01-02 04:00:00,806.9513055558543
2019-01-02 04:15:00,813.0221618339535
2019-01-02 04:30:00,819.0930181120526
2019-01-02 04:45:00,825.1638743901516
2019-01-02 05:00:00,831.2347306682507
2019-01-02 05:15:00,897.9050923669727
2019-01-02 05:30:00,964.5754540656947
2019-01-02 05:45:00,1031.2458157644166
2019-01-02 06:00:00,1097.9161774631386
2019-01-02 06:15:00,1095.7895601677671
2019-01-02 06:30:00,1093.662942872396
2019-01-02 06:45:00,1091.5363255770244
2019-01-02 07:00:00,1089.409708281653
2019-01-02 07:15:00,1021.7214783788851
2019-01-02 07:30:00,954.0332484761169
2019-01-02 07:45:00,886.3450185733489
2019-01-02 08:00:00,818.6567886705811
2019-01-02 08:15:00,780.8320822830134
2019-01-02 08:30:00,743.0073758954458
2019-01-02 08:45:00,705.1826695078782
2019-01-02 09:00:00,667.3579631203106
2019-01-02 09:15:00,645.528327138029
2019-01-02 09:30:00,623.6986911557474
2019-01-02 09:45:00,601.8690551734657
2019-01-02 10:00:00,580.0394191911839
2019-01-02 10:15:00,581.1299920557814
2019-01-02 10:30:00,582.2205649203789
2019-01-02 10:45:00,583.3111377849763
2019-01-02 11:00:00,584.4017106495738
2019-01-02 11:15:00,603.1595660393499
2019-01-02 11:30:00,621.9174214291261
2019-01-02 11:45:00,640.6752768189024
2019-01-02 12:00:00,659.4331322086784
2019-01-02 12:15:00,642.8200703410017
2019-01-02 12:30:00,626.207008473325
2019-01-02 12:45:00,609.5939466056483
2019-01-02 13:00:00,592.9808847379713
2019-01-02 13:15:00,590.1090426394737
2019-01-02 13:30:00,587.2372005409759
2019-01-02 13:45:00,584.3653584424783
2019-01-02 14:00:00,581.4935163439804
2019-01-02 14:15:00,590.5452720809452
2019-01-02 14:30:00,599.5970278179099
2019-01-02 14:45:00,608.6487835548745
2019-01-02 15:00:00,617.7005392918392
2019-01-02 15:15:00,646.2371992413388
2019-01-02 15:30:00,674.7738591908384
2019-01-02 15:45:00,703.310519140338
2019-01-02 16:00:00,731.8471790898377
2019-01-02 16:15:00,810.9682491991335
2019-01-02 16:30:00,890.0893193084293
2019-01-02 16:45:00,969.2103894177252
2019-01-02 17:00:00,1048.331459527021
2019-01-02 17:15:00,1065.653393744368
2019-01-02 17:30:00,1082.9753279617153
2019-01-02 17:45:00,1100.2972621790623
2019-01-02 18:00:00,1117.6191963964093
2019-01-02 18:15:00,1110.9303486559195
2019-01-02 18:30:00,1104.2415009154295
2019-01-02 18:45:00,1097.5526531749395
2019-01-02 19:00:00,1090.8638054344494
2019-01-02 19:15:00,1082.6299794075233
2019-01-02 19:30:00,1074.3961533805966
2019-01-02 19:45:00,1066.16232735367
2019-01-02 20:00:00,1057.9285013267436
2019-01-02 20:15:00,1041.2790872519715
2019-01-02 20:30:00,1024.629673177199
2019-01-02 20:45:00,1007.9802591024265
2019-01-02 21:00:00,991.3308450276545
2019-01-02 21:15:00,971.8095883616635
2019-01-02 21:30:00,952.2883316956727
2019-01-02 21:45:00,932.7670750296818
2019-01-02 22:00:00,913.2458183636909
2019-01-02 22:15:00,882.5461889117245
2019-01-02 22:30:00,851.8465594597577
2019-01-02 22:45:00,821.1469300077912
2019-01-02 23:00:00,790.4473005558245
